key,emo,version,name,status,uni,codepoints
grinning_face,😀,E1.0,grinning face,fully-qualified,1f600,1F600
grinning_face_with_big_eyes,😃,E0.6,grinning face with big eyes,fully-qualified,1f603,1F603
grinning_face_with_smiling_eyes,😄,E0.6,grinning face with smiling eyes,fully-qualified,1f604,1F604
beaming_face_with_smiling_eyes,😁,E0.6,beaming face with smiling eyes,fully-qualified,1f601,1F601
grinning_squinting_face,😆,E0.6,grinning squinting face,fully-qualified,1f606,1F606
grinning_face_with_sweat,😅,E0.6,grinning face with sweat,fully-qualified,1f605,1F605
rolling_on_the_floor_laughing,🤣,E3.0,rolling on the floor laughing,fully-qualified,1f923,1F923
face_with_tears_of_joy,😂,E0.6,face with tears of joy,fully-qualified,1f602,1F602
slightly_smiling_face,🙂,E1.0,slightly smiling face,fully-qualified,1f642,1F642
upside_down_face,🙃,E1.0,upside-down face,fully-qualified,1f643,1F643
melting_face,🫠,E14.0,melting face,fully-qualified,1fae0,1FAE0
winking_face,😉,E0.6,winking face,fully-qualified,1f609,1F609
smiling_face_with_smiling_eyes,😊,E0.6,smiling face with smiling eyes,fully-qualified,1f60a,1F60A
smiling_face_with_halo,😇,E1.0,smiling face with halo,fully-qualified,1f607,1F607
smiling_face_with_hearts,🥰,E11.0,smiling face with hearts,fully-qualified,1f970,1F970
smiling_face_with_heart_eyes,😍,E0.6,smiling face with heart-eyes,fully-qualified,1f60d,1F60D
star_struck,🤩,E5.0,star-struck,fully-qualified,1f929,1F929
face_blowing_a_kiss,😘,E0.6,face blowing a kiss,fully-qualified,1f618,1F618
kissing_face,😗,E1.0,kissing face,fully-qualified,1f617,1F617
smiling_face,☺,E0.6,smiling face,unqualified,263a,263A
kissing_face_with_closed_eyes,😚,E0.6,kissing face with closed eyes,fully-qualified,1f61a,1F61A
kissing_face_with_smiling_eyes,😙,E1.0,kissing face with smiling eyes,fully-qualified,1f619,1F619
smiling_face_with_tear,🥲,E13.0,smiling face with tear,fully-qualified,1f972,1F972
face_savoring_food,😋,E0.6,face savoring food,fully-qualified,1f60b,1F60B
face_with_tongue,😛,E1.0,face with tongue,fully-qualified,1f61b,1F61B
winking_face_with_tongue,😜,E0.6,winking face with tongue,fully-qualified,1f61c,1F61C
zany_face,🤪,E5.0,zany face,fully-qualified,1f92a,1F92A
squinting_face_with_tongue,😝,E0.6,squinting face with tongue,fully-qualified,1f61d,1F61D
money_mouth_face,🤑,E1.0,money-mouth face,fully-qualified,1f911,1F911
smiling_face_with_open_hands,🤗,E1.0,smiling face with open hands,fully-qualified,1f917,1F917
face_with_hand_over_mouth,🤭,E5.0,face with hand over mouth,fully-qualified,1f92d,1F92D
face_with_open_eyes_and_hand_over_mouth,🫢,E14.0,face with open eyes and hand over mouth,fully-qualified,1fae2,1FAE2
face_with_peeking_eye,🫣,E14.0,face with peeking eye,fully-qualified,1fae3,1FAE3
shushing_face,🤫,E5.0,shushing face,fully-qualified,1f92b,1F92B
thinking_face,🤔,E1.0,thinking face,fully-qualified,1f914,1F914
saluting_face,🫡,E14.0,saluting face,fully-qualified,1fae1,1FAE1
zipper_mouth_face,🤐,E1.0,zipper-mouth face,fully-qualified,1f910,1F910
face_with_raised_eyebrow,🤨,E5.0,face with raised eyebrow,fully-qualified,1f928,1F928
neutral_face,😐,E0.7,neutral face,fully-qualified,1f610,1F610
expressionless_face,😑,E1.0,expressionless face,fully-qualified,1f611,1F611
face_without_mouth,😶,E1.0,face without mouth,fully-qualified,1f636,1F636
dotted_line_face,🫥,E14.0,dotted line face,fully-qualified,1fae5,1FAE5
face_in_clouds,😶‍🌫,E13.1,face in clouds,minimally-qualified,1f636_200d_1f32b,1F636 200D 1F32B
smirking_face,😏,E0.6,smirking face,fully-qualified,1f60f,1F60F
unamused_face,😒,E0.6,unamused face,fully-qualified,1f612,1F612
face_with_rolling_eyes,🙄,E1.0,face with rolling eyes,fully-qualified,1f644,1F644
grimacing_face,😬,E1.0,grimacing face,fully-qualified,1f62c,1F62C
face_exhaling,😮‍💨,E13.1,face exhaling,fully-qualified,1f62e_200d_1f4a8,1F62E 200D 1F4A8
lying_face,🤥,E3.0,lying face,fully-qualified,1f925,1F925
shaking_face,🫨,E15.0,shaking face,fully-qualified,1fae8,1FAE8
head_shaking_horizontally,🙂‍↔,E15.1,head shaking horizontally,minimally-qualified,1f642_200d_2194,1F642 200D 2194
head_shaking_vertically,🙂‍↕,E15.1,head shaking vertically,minimally-qualified,1f642_200d_2195,1F642 200D 2195
relieved_face,😌,E0.6,relieved face,fully-qualified,1f60c,1F60C
pensive_face,😔,E0.6,pensive face,fully-qualified,1f614,1F614
sleepy_face,😪,E0.6,sleepy face,fully-qualified,1f62a,1F62A
drooling_face,🤤,E3.0,drooling face,fully-qualified,1f924,1F924
sleeping_face,😴,E1.0,sleeping face,fully-qualified,1f634,1F634
face_with_bags_under_eyes,🫩,E16.0,face with bags under eyes,fully-qualified,1fae9,1FAE9
face_with_medical_mask,😷,E0.6,face with medical mask,fully-qualified,1f637,1F637
face_with_thermometer,🤒,E1.0,face with thermometer,fully-qualified,1f912,1F912
face_with_head_bandage,🤕,E1.0,face with head-bandage,fully-qualified,1f915,1F915
nauseated_face,🤢,E3.0,nauseated face,fully-qualified,1f922,1F922
face_vomiting,🤮,E5.0,face vomiting,fully-qualified,1f92e,1F92E
sneezing_face,🤧,E3.0,sneezing face,fully-qualified,1f927,1F927
hot_face,🥵,E11.0,hot face,fully-qualified,1f975,1F975
cold_face,🥶,E11.0,cold face,fully-qualified,1f976,1F976
woozy_face,🥴,E11.0,woozy face,fully-qualified,1f974,1F974
face_with_crossed_out_eyes,😵,E0.6,face with crossed-out eyes,fully-qualified,1f635,1F635
face_with_spiral_eyes,😵‍💫,E13.1,face with spiral eyes,fully-qualified,1f635_200d_1f4ab,1F635 200D 1F4AB
exploding_head,🤯,E5.0,exploding head,fully-qualified,1f92f,1F92F
cowboy_hat_face,🤠,E3.0,cowboy hat face,fully-qualified,1f920,1F920
partying_face,🥳,E11.0,partying face,fully-qualified,1f973,1F973
disguised_face,🥸,E13.0,disguised face,fully-qualified,1f978,1F978
smiling_face_with_sunglasses,😎,E1.0,smiling face with sunglasses,fully-qualified,1f60e,1F60E
nerd_face,🤓,E1.0,nerd face,fully-qualified,1f913,1F913
face_with_monocle,🧐,E5.0,face with monocle,fully-qualified,1f9d0,1F9D0
confused_face,😕,E1.0,confused face,fully-qualified,1f615,1F615
face_with_diagonal_mouth,🫤,E14.0,face with diagonal mouth,fully-qualified,1fae4,1FAE4
worried_face,😟,E1.0,worried face,fully-qualified,1f61f,1F61F
slightly_frowning_face,🙁,E1.0,slightly frowning face,fully-qualified,1f641,1F641
frowning_face,☹,E0.7,frowning face,unqualified,2639,2639
face_with_open_mouth,😮,E1.0,face with open mouth,fully-qualified,1f62e,1F62E
hushed_face,😯,E1.0,hushed face,fully-qualified,1f62f,1F62F
astonished_face,😲,E0.6,astonished face,fully-qualified,1f632,1F632
flushed_face,😳,E0.6,flushed face,fully-qualified,1f633,1F633
distorted_face,🫪,E17.0,distorted face,fully-qualified,1faea,1FAEA
pleading_face,🥺,E11.0,pleading face,fully-qualified,1f97a,1F97A
face_holding_back_tears,🥹,E14.0,face holding back tears,fully-qualified,1f979,1F979
frowning_face_with_open_mouth,😦,E1.0,frowning face with open mouth,fully-qualified,1f626,1F626
anguished_face,😧,E1.0,anguished face,fully-qualified,1f627,1F627
fearful_face,😨,E0.6,fearful face,fully-qualified,1f628,1F628
anxious_face_with_sweat,😰,E0.6,anxious face with sweat,fully-qualified,1f630,1F630
sad_but_relieved_face,😥,E0.6,sad but relieved face,fully-qualified,1f625,1F625
crying_face,😢,E0.6,crying face,fully-qualified,1f622,1F622
loudly_crying_face,😭,E0.6,loudly crying face,fully-qualified,1f62d,1F62D
face_screaming_in_fear,😱,E0.6,face screaming in fear,fully-qualified,1f631,1F631
confounded_face,😖,E0.6,confounded face,fully-qualified,1f616,1F616
persevering_face,😣,E0.6,persevering face,fully-qualified,1f623,1F623
disappointed_face,😞,E0.6,disappointed face,fully-qualified,1f61e,1F61E
downcast_face_with_sweat,😓,E0.6,downcast face with sweat,fully-qualified,1f613,1F613
weary_face,😩,E0.6,weary face,fully-qualified,1f629,1F629
tired_face,😫,E0.6,tired face,fully-qualified,1f62b,1F62B
yawning_face,🥱,E12.0,yawning face,fully-qualified,1f971,1F971
face_with_steam_from_nose,😤,E0.6,face with steam from nose,fully-qualified,1f624,1F624
enraged_face,😡,E0.6,enraged face,fully-qualified,1f621,1F621
angry_face,😠,E0.6,angry face,fully-qualified,1f620,1F620
face_with_symbols_on_mouth,🤬,E5.0,face with symbols on mouth,fully-qualified,1f92c,1F92C
smiling_face_with_horns,😈,E1.0,smiling face with horns,fully-qualified,1f608,1F608
angry_face_with_horns,👿,E0.6,angry face with horns,fully-qualified,1f47f,1F47F
skull,💀,E0.6,skull,fully-qualified,1f480,1F480
skull_and_crossbones,☠,E1.0,skull and crossbones,unqualified,2620,2620
pile_of_poo,💩,E0.6,pile of poo,fully-qualified,1f4a9,1F4A9
clown_face,🤡,E3.0,clown face,fully-qualified,1f921,1F921
ogre,👹,E0.6,ogre,fully-qualified,1f479,1F479
goblin,👺,E0.6,goblin,fully-qualified,1f47a,1F47A
ghost,👻,E0.6,ghost,fully-qualified,1f47b,1F47B
alien,👽,E0.6,alien,fully-qualified,1f47d,1F47D
alien_monster,👾,E0.6,alien monster,fully-qualified,1f47e,1F47E
robot,🤖,E1.0,robot,fully-qualified,1f916,1F916
grinning_cat,😺,E0.6,grinning cat,fully-qualified,1f63a,1F63A
grinning_cat_with_smiling_eyes,😸,E0.6,grinning cat with smiling eyes,fully-qualified,1f638,1F638
cat_with_tears_of_joy,😹,E0.6,cat with tears of joy,fully-qualified,1f639,1F639
smiling_cat_with_heart_eyes,😻,E0.6,smiling cat with heart-eyes,fully-qualified,1f63b,1F63B
cat_with_wry_smile,😼,E0.6,cat with wry smile,fully-qualified,1f63c,1F63C
kissing_cat,😽,E0.6,kissing cat,fully-qualified,1f63d,1F63D
weary_cat,🙀,E0.6,weary cat,fully-qualified,1f640,1F640
crying_cat,😿,E0.6,crying cat,fully-qualified,1f63f,1F63F
pouting_cat,😾,E0.6,pouting cat,fully-qualified,1f63e,1F63E
see_no_evil_monkey,🙈,E0.6,see-no-evil monkey,fully-qualified,1f648,1F648
hear_no_evil_monkey,🙉,E0.6,hear-no-evil monkey,fully-qualified,1f649,1F649
speak_no_evil_monkey,🙊,E0.6,speak-no-evil monkey,fully-qualified,1f64a,1F64A
love_letter,💌,E0.6,love letter,fully-qualified,1f48c,1F48C
heart_with_arrow,💘,E0.6,heart with arrow,fully-qualified,1f498,1F498
heart_with_ribbon,💝,E0.6,heart with ribbon,fully-qualified,1f49d,1F49D
sparkling_heart,💖,E0.6,sparkling heart,fully-qualified,1f496,1F496
growing_heart,💗,E0.6,growing heart,fully-qualified,1f497,1F497
beating_heart,💓,E0.6,beating heart,fully-qualified,1f493,1F493
revolving_hearts,💞,E0.6,revolving hearts,fully-qualified,1f49e,1F49E
two_hearts,💕,E0.6,two hearts,fully-qualified,1f495,1F495
heart_decoration,💟,E0.6,heart decoration,fully-qualified,1f49f,1F49F
heart_exclamation,❣,E1.0,heart exclamation,unqualified,2763,2763
broken_heart,💔,E0.6,broken heart,fully-qualified,1f494,1F494
heart_on_fire,❤‍🔥,E13.1,heart on fire,unqualified,2764_200d_1f525,2764 200D 1F525
mending_heart,❤‍🩹,E13.1,mending heart,unqualified,2764_200d_1fa79,2764 200D 1FA79
red_heart,❤,E0.6,red heart,unqualified,2764,2764
pink_heart,🩷,E15.0,pink heart,fully-qualified,1fa77,1FA77
orange_heart,🧡,E5.0,orange heart,fully-qualified,1f9e1,1F9E1
yellow_heart,💛,E0.6,yellow heart,fully-qualified,1f49b,1F49B
green_heart,💚,E0.6,green heart,fully-qualified,1f49a,1F49A
blue_heart,💙,E0.6,blue heart,fully-qualified,1f499,1F499
light_blue_heart,🩵,E15.0,light blue heart,fully-qualified,1fa75,1FA75
purple_heart,💜,E0.6,purple heart,fully-qualified,1f49c,1F49C
brown_heart,🤎,E12.0,brown heart,fully-qualified,1f90e,1F90E
black_heart,🖤,E3.0,black heart,fully-qualified,1f5a4,1F5A4
grey_heart,🩶,E15.0,grey heart,fully-qualified,1fa76,1FA76
white_heart,🤍,E12.0,white heart,fully-qualified,1f90d,1F90D
kiss_mark,💋,E0.6,kiss mark,fully-qualified,1f48b,1F48B
hundred_points,💯,E0.6,hundred points,fully-qualified,1f4af,1F4AF
anger_symbol,💢,E0.6,anger symbol,fully-qualified,1f4a2,1F4A2
fight_cloud,🫯,E17.0,fight cloud,fully-qualified,1faef,1FAEF
collision,💥,E0.6,collision,fully-qualified,1f4a5,1F4A5
dizzy,💫,E0.6,dizzy,fully-qualified,1f4ab,1F4AB
sweat_droplets,💦,E0.6,sweat droplets,fully-qualified,1f4a6,1F4A6
dashing_away,💨,E0.6,dashing away,fully-qualified,1f4a8,1F4A8
hole,🕳,E0.7,hole,unqualified,1f573,1F573
speech_balloon,💬,E0.6,speech balloon,fully-qualified,1f4ac,1F4AC
eye_in_speech_bubble,👁‍🗨,E2.0,eye in speech bubble,unqualified,1f441_200d_1f5e8,1F441 200D 1F5E8
left_speech_bubble,🗨,E2.0,left speech bubble,unqualified,1f5e8,1F5E8
right_anger_bubble,🗯,E0.7,right anger bubble,unqualified,1f5ef,1F5EF
thought_balloon,💭,E1.0,thought balloon,fully-qualified,1f4ad,1F4AD
zzz,💤,E0.6,ZZZ,fully-qualified,1f4a4,1F4A4
waving_hand,👋,E0.6,waving hand,fully-qualified,1f44b,1F44B
waving_hand_light_skin_tone,👋🏻,E1.0,waving hand: light skin tone,fully-qualified,1f44b_1f3fb,1F44B 1F3FB
waving_hand_medium_light_skin_tone,👋🏼,E1.0,waving hand: medium-light skin tone,fully-qualified,1f44b_1f3fc,1F44B 1F3FC
waving_hand_medium_skin_tone,👋🏽,E1.0,waving hand: medium skin tone,fully-qualified,1f44b_1f3fd,1F44B 1F3FD
waving_hand_medium_dark_skin_tone,👋🏾,E1.0,waving hand: medium-dark skin tone,fully-qualified,1f44b_1f3fe,1F44B 1F3FE
waving_hand_dark_skin_tone,👋🏿,E1.0,waving hand: dark skin tone,fully-qualified,1f44b_1f3ff,1F44B 1F3FF
raised_back_of_hand,🤚,E3.0,raised back of hand,fully-qualified,1f91a,1F91A
raised_back_of_hand_light_skin_tone,🤚🏻,E3.0,raised back of hand: light skin tone,fully-qualified,1f91a_1f3fb,1F91A 1F3FB
raised_back_of_hand_medium_light_skin_tone,🤚🏼,E3.0,raised back of hand: medium-light skin tone,fully-qualified,1f91a_1f3fc,1F91A 1F3FC
raised_back_of_hand_medium_skin_tone,🤚🏽,E3.0,raised back of hand: medium skin tone,fully-qualified,1f91a_1f3fd,1F91A 1F3FD
raised_back_of_hand_medium_dark_skin_tone,🤚🏾,E3.0,raised back of hand: medium-dark skin tone,fully-qualified,1f91a_1f3fe,1F91A 1F3FE
raised_back_of_hand_dark_skin_tone,🤚🏿,E3.0,raised back of hand: dark skin tone,fully-qualified,1f91a_1f3ff,1F91A 1F3FF
hand_with_fingers_splayed,🖐,E0.7,hand with fingers splayed,unqualified,1f590,1F590
hand_with_fingers_splayed_light_skin_tone,🖐🏻,E1.0,hand with fingers splayed: light skin tone,fully-qualified,1f590_1f3fb,1F590 1F3FB
hand_with_fingers_splayed_medium_light_skin_tone,🖐🏼,E1.0,hand with fingers splayed: medium-light skin tone,fully-qualified,1f590_1f3fc,1F590 1F3FC
hand_with_fingers_splayed_medium_skin_tone,🖐🏽,E1.0,hand with fingers splayed: medium skin tone,fully-qualified,1f590_1f3fd,1F590 1F3FD
hand_with_fingers_splayed_medium_dark_skin_tone,🖐🏾,E1.0,hand with fingers splayed: medium-dark skin tone,fully-qualified,1f590_1f3fe,1F590 1F3FE
hand_with_fingers_splayed_dark_skin_tone,🖐🏿,E1.0,hand with fingers splayed: dark skin tone,fully-qualified,1f590_1f3ff,1F590 1F3FF
raised_hand,✋,E0.6,raised hand,fully-qualified,270b,270B
raised_hand_light_skin_tone,✋🏻,E1.0,raised hand: light skin tone,fully-qualified,270b_1f3fb,270B 1F3FB
raised_hand_medium_light_skin_tone,✋🏼,E1.0,raised hand: medium-light skin tone,fully-qualified,270b_1f3fc,270B 1F3FC
raised_hand_medium_skin_tone,✋🏽,E1.0,raised hand: medium skin tone,fully-qualified,270b_1f3fd,270B 1F3FD
raised_hand_medium_dark_skin_tone,✋🏾,E1.0,raised hand: medium-dark skin tone,fully-qualified,270b_1f3fe,270B 1F3FE
raised_hand_dark_skin_tone,✋🏿,E1.0,raised hand: dark skin tone,fully-qualified,270b_1f3ff,270B 1F3FF
vulcan_salute,🖖,E1.0,vulcan salute,fully-qualified,1f596,1F596
vulcan_salute_light_skin_tone,🖖🏻,E1.0,vulcan salute: light skin tone,fully-qualified,1f596_1f3fb,1F596 1F3FB
vulcan_salute_medium_light_skin_tone,🖖🏼,E1.0,vulcan salute: medium-light skin tone,fully-qualified,1f596_1f3fc,1F596 1F3FC
vulcan_salute_medium_skin_tone,🖖🏽,E1.0,vulcan salute: medium skin tone,fully-qualified,1f596_1f3fd,1F596 1F3FD
vulcan_salute_medium_dark_skin_tone,🖖🏾,E1.0,vulcan salute: medium-dark skin tone,fully-qualified,1f596_1f3fe,1F596 1F3FE
vulcan_salute_dark_skin_tone,🖖🏿,E1.0,vulcan salute: dark skin tone,fully-qualified,1f596_1f3ff,1F596 1F3FF
rightwards_hand,🫱,E14.0,rightwards hand,fully-qualified,1faf1,1FAF1
rightwards_hand_light_skin_tone,🫱🏻,E14.0,rightwards hand: light skin tone,fully-qualified,1faf1_1f3fb,1FAF1 1F3FB
rightwards_hand_medium_light_skin_tone,🫱🏼,E14.0,rightwards hand: medium-light skin tone,fully-qualified,1faf1_1f3fc,1FAF1 1F3FC
rightwards_hand_medium_skin_tone,🫱🏽,E14.0,rightwards hand: medium skin tone,fully-qualified,1faf1_1f3fd,1FAF1 1F3FD
rightwards_hand_medium_dark_skin_tone,🫱🏾,E14.0,rightwards hand: medium-dark skin tone,fully-qualified,1faf1_1f3fe,1FAF1 1F3FE
rightwards_hand_dark_skin_tone,🫱🏿,E14.0,rightwards hand: dark skin tone,fully-qualified,1faf1_1f3ff,1FAF1 1F3FF
leftwards_hand,🫲,E14.0,leftwards hand,fully-qualified,1faf2,1FAF2
leftwards_hand_light_skin_tone,🫲🏻,E14.0,leftwards hand: light skin tone,fully-qualified,1faf2_1f3fb,1FAF2 1F3FB
leftwards_hand_medium_light_skin_tone,🫲🏼,E14.0,leftwards hand: medium-light skin tone,fully-qualified,1faf2_1f3fc,1FAF2 1F3FC
leftwards_hand_medium_skin_tone,🫲🏽,E14.0,leftwards hand: medium skin tone,fully-qualified,1faf2_1f3fd,1FAF2 1F3FD
leftwards_hand_medium_dark_skin_tone,🫲🏾,E14.0,leftwards hand: medium-dark skin tone,fully-qualified,1faf2_1f3fe,1FAF2 1F3FE
leftwards_hand_dark_skin_tone,🫲🏿,E14.0,leftwards hand: dark skin tone,fully-qualified,1faf2_1f3ff,1FAF2 1F3FF
palm_down_hand,🫳,E14.0,palm down hand,fully-qualified,1faf3,1FAF3
palm_down_hand_light_skin_tone,🫳🏻,E14.0,palm down hand: light skin tone,fully-qualified,1faf3_1f3fb,1FAF3 1F3FB
palm_down_hand_medium_light_skin_tone,🫳🏼,E14.0,palm down hand: medium-light skin tone,fully-qualified,1faf3_1f3fc,1FAF3 1F3FC
palm_down_hand_medium_skin_tone,🫳🏽,E14.0,palm down hand: medium skin tone,fully-qualified,1faf3_1f3fd,1FAF3 1F3FD
palm_down_hand_medium_dark_skin_tone,🫳🏾,E14.0,palm down hand: medium-dark skin tone,fully-qualified,1faf3_1f3fe,1FAF3 1F3FE
palm_down_hand_dark_skin_tone,🫳🏿,E14.0,palm down hand: dark skin tone,fully-qualified,1faf3_1f3ff,1FAF3 1F3FF
palm_up_hand,🫴,E14.0,palm up hand,fully-qualified,1faf4,1FAF4
palm_up_hand_light_skin_tone,🫴🏻,E14.0,palm up hand: light skin tone,fully-qualified,1faf4_1f3fb,1FAF4 1F3FB
palm_up_hand_medium_light_skin_tone,🫴🏼,E14.0,palm up hand: medium-light skin tone,fully-qualified,1faf4_1f3fc,1FAF4 1F3FC
palm_up_hand_medium_skin_tone,🫴🏽,E14.0,palm up hand: medium skin tone,fully-qualified,1faf4_1f3fd,1FAF4 1F3FD
palm_up_hand_medium_dark_skin_tone,🫴🏾,E14.0,palm up hand: medium-dark skin tone,fully-qualified,1faf4_1f3fe,1FAF4 1F3FE
palm_up_hand_dark_skin_tone,🫴🏿,E14.0,palm up hand: dark skin tone,fully-qualified,1faf4_1f3ff,1FAF4 1F3FF
leftwards_pushing_hand,🫷,E15.0,leftwards pushing hand,fully-qualified,1faf7,1FAF7
leftwards_pushing_hand_light_skin_tone,🫷🏻,E15.0,leftwards pushing hand: light skin tone,fully-qualified,1faf7_1f3fb,1FAF7 1F3FB
leftwards_pushing_hand_medium_light_skin_tone,🫷🏼,E15.0,leftwards pushing hand: medium-light skin tone,fully-qualified,1faf7_1f3fc,1FAF7 1F3FC
leftwards_pushing_hand_medium_skin_tone,🫷🏽,E15.0,leftwards pushing hand: medium skin tone,fully-qualified,1faf7_1f3fd,1FAF7 1F3FD
leftwards_pushing_hand_medium_dark_skin_tone,🫷🏾,E15.0,leftwards pushing hand: medium-dark skin tone,fully-qualified,1faf7_1f3fe,1FAF7 1F3FE
leftwards_pushing_hand_dark_skin_tone,🫷🏿,E15.0,leftwards pushing hand: dark skin tone,fully-qualified,1faf7_1f3ff,1FAF7 1F3FF
rightwards_pushing_hand,🫸,E15.0,rightwards pushing hand,fully-qualified,1faf8,1FAF8
rightwards_pushing_hand_light_skin_tone,🫸🏻,E15.0,rightwards pushing hand: light skin tone,fully-qualified,1faf8_1f3fb,1FAF8 1F3FB
rightwards_pushing_hand_medium_light_skin_tone,🫸🏼,E15.0,rightwards pushing hand: medium-light skin tone,fully-qualified,1faf8_1f3fc,1FAF8 1F3FC
rightwards_pushing_hand_medium_skin_tone,🫸🏽,E15.0,rightwards pushing hand: medium skin tone,fully-qualified,1faf8_1f3fd,1FAF8 1F3FD
rightwards_pushing_hand_medium_dark_skin_tone,🫸🏾,E15.0,rightwards pushing hand: medium-dark skin tone,fully-qualified,1faf8_1f3fe,1FAF8 1F3FE
rightwards_pushing_hand_dark_skin_tone,🫸🏿,E15.0,rightwards pushing hand: dark skin tone,fully-qualified,1faf8_1f3ff,1FAF8 1F3FF
ok_hand,👌,E0.6,OK hand,fully-qualified,1f44c,1F44C
ok_hand_light_skin_tone,👌🏻,E1.0,OK hand: light skin tone,fully-qualified,1f44c_1f3fb,1F44C 1F3FB
ok_hand_medium_light_skin_tone,👌🏼,E1.0,OK hand: medium-light skin tone,fully-qualified,1f44c_1f3fc,1F44C 1F3FC
ok_hand_medium_skin_tone,👌🏽,E1.0,OK hand: medium skin tone,fully-qualified,1f44c_1f3fd,1F44C 1F3FD
ok_hand_medium_dark_skin_tone,👌🏾,E1.0,OK hand: medium-dark skin tone,fully-qualified,1f44c_1f3fe,1F44C 1F3FE
ok_hand_dark_skin_tone,👌🏿,E1.0,OK hand: dark skin tone,fully-qualified,1f44c_1f3ff,1F44C 1F3FF
pinched_fingers,🤌,E13.0,pinched fingers,fully-qualified,1f90c,1F90C
pinched_fingers_light_skin_tone,🤌🏻,E13.0,pinched fingers: light skin tone,fully-qualified,1f90c_1f3fb,1F90C 1F3FB
pinched_fingers_medium_light_skin_tone,🤌🏼,E13.0,pinched fingers: medium-light skin tone,fully-qualified,1f90c_1f3fc,1F90C 1F3FC
pinched_fingers_medium_skin_tone,🤌🏽,E13.0,pinched fingers: medium skin tone,fully-qualified,1f90c_1f3fd,1F90C 1F3FD
pinched_fingers_medium_dark_skin_tone,🤌🏾,E13.0,pinched fingers: medium-dark skin tone,fully-qualified,1f90c_1f3fe,1F90C 1F3FE
pinched_fingers_dark_skin_tone,🤌🏿,E13.0,pinched fingers: dark skin tone,fully-qualified,1f90c_1f3ff,1F90C 1F3FF
pinching_hand,🤏,E12.0,pinching hand,fully-qualified,1f90f,1F90F
pinching_hand_light_skin_tone,🤏🏻,E12.0,pinching hand: light skin tone,fully-qualified,1f90f_1f3fb,1F90F 1F3FB
pinching_hand_medium_light_skin_tone,🤏🏼,E12.0,pinching hand: medium-light skin tone,fully-qualified,1f90f_1f3fc,1F90F 1F3FC
pinching_hand_medium_skin_tone,🤏🏽,E12.0,pinching hand: medium skin tone,fully-qualified,1f90f_1f3fd,1F90F 1F3FD
pinching_hand_medium_dark_skin_tone,🤏🏾,E12.0,pinching hand: medium-dark skin tone,fully-qualified,1f90f_1f3fe,1F90F 1F3FE
pinching_hand_dark_skin_tone,🤏🏿,E12.0,pinching hand: dark skin tone,fully-qualified,1f90f_1f3ff,1F90F 1F3FF
victory_hand,✌,E0.6,victory hand,unqualified,270c,270C
victory_hand_light_skin_tone,✌🏻,E1.0,victory hand: light skin tone,fully-qualified,270c_1f3fb,270C 1F3FB
victory_hand_medium_light_skin_tone,✌🏼,E1.0,victory hand: medium-light skin tone,fully-qualified,270c_1f3fc,270C 1F3FC
victory_hand_medium_skin_tone,✌🏽,E1.0,victory hand: medium skin tone,fully-qualified,270c_1f3fd,270C 1F3FD
victory_hand_medium_dark_skin_tone,✌🏾,E1.0,victory hand: medium-dark skin tone,fully-qualified,270c_1f3fe,270C 1F3FE
victory_hand_dark_skin_tone,✌🏿,E1.0,victory hand: dark skin tone,fully-qualified,270c_1f3ff,270C 1F3FF
crossed_fingers,🤞,E3.0,crossed fingers,fully-qualified,1f91e,1F91E
crossed_fingers_light_skin_tone,🤞🏻,E3.0,crossed fingers: light skin tone,fully-qualified,1f91e_1f3fb,1F91E 1F3FB
crossed_fingers_medium_light_skin_tone,🤞🏼,E3.0,crossed fingers: medium-light skin tone,fully-qualified,1f91e_1f3fc,1F91E 1F3FC
crossed_fingers_medium_skin_tone,🤞🏽,E3.0,crossed fingers: medium skin tone,fully-qualified,1f91e_1f3fd,1F91E 1F3FD
crossed_fingers_medium_dark_skin_tone,🤞🏾,E3.0,crossed fingers: medium-dark skin tone,fully-qualified,1f91e_1f3fe,1F91E 1F3FE
crossed_fingers_dark_skin_tone,🤞🏿,E3.0,crossed fingers: dark skin tone,fully-qualified,1f91e_1f3ff,1F91E 1F3FF
hand_with_index_finger_and_thumb_crossed,🫰,E14.0,hand with index finger and thumb crossed,fully-qualified,1faf0,1FAF0
hand_with_index_finger_and_thumb_crossed_light_skin_tone,🫰🏻,E14.0,hand with index finger and thumb crossed: light skin tone,fully-qualified,1faf0_1f3fb,1FAF0 1F3FB
hand_with_index_finger_and_thumb_crossed_medium_light_skin_tone,🫰🏼,E14.0,hand with index finger and thumb crossed: medium-light skin tone,fully-qualified,1faf0_1f3fc,1FAF0 1F3FC
hand_with_index_finger_and_thumb_crossed_medium_skin_tone,🫰🏽,E14.0,hand with index finger and thumb crossed: medium skin tone,fully-qualified,1faf0_1f3fd,1FAF0 1F3FD
hand_with_index_finger_and_thumb_crossed_medium_dark_skin_tone,🫰🏾,E14.0,hand with index finger and thumb crossed: medium-dark skin tone,fully-qualified,1faf0_1f3fe,1FAF0 1F3FE
hand_with_index_finger_and_thumb_crossed_dark_skin_tone,🫰🏿,E14.0,hand with index finger and thumb crossed: dark skin tone,fully-qualified,1faf0_1f3ff,1FAF0 1F3FF
love_you_gesture,🤟,E5.0,love-you gesture,fully-qualified,1f91f,1F91F
