key,emo,version,name,status,uni,codepoints
woman_rowing_boat,🚣‍♀,E4.0,woman rowing boat,minimally-qualified,1f6a3_200d_2640,1F6A3 200D 2640
woman_rowing_boat_light_skin_tone,🚣🏻‍♀,E4.0,woman rowing boat: light skin tone,minimally-qualified,1f6a3_1f3fb_200d_2640,1F6A3 1F3FB 200D 2640
woman_rowing_boat_medium_light_skin_tone,🚣🏼‍♀,E4.0,woman rowing boat: medium-light skin tone,minimally-qualified,1f6a3_1f3fc_200d_2640,1F6A3 1F3FC 200D 2640
woman_rowing_boat_medium_skin_tone,🚣🏽‍♀,E4.0,woman rowing boat: medium skin tone,minimally-qualified,1f6a3_1f3fd_200d_2640,1F6A3 1F3FD 200D 2640
woman_rowing_boat_medium_dark_skin_tone,🚣🏾‍♀,E4.0,woman rowing boat: medium-dark skin tone,minimally-qualified,1f6a3_1f3fe_200d_2640,1F6A3 1F3FE 200D 2640
woman_rowing_boat_dark_skin_tone,🚣🏿‍♀,E4.0,woman rowing boat: dark skin tone,minimally-qualified,1f6a3_1f3ff_200d_2640,1F6A3 1F3FF 200D 2640
person_swimming,🏊,E0.6,person swimming,fully-qualified,1f3ca,1F3CA
person_swimming_light_skin_tone,🏊🏻,E1.0,person swimming: light skin tone,fully-qualified,1f3ca_1f3fb,1F3CA 1F3FB
person_swimming_medium_light_skin_tone,🏊🏼,E1.0,person swimming: medium-light skin tone,fully-qualified,1f3ca_1f3fc,1F3CA 1F3FC
person_swimming_medium_skin_tone,🏊🏽,E1.0,person swimming: medium skin tone,fully-qualified,1f3ca_1f3fd,1F3CA 1F3FD
person_swimming_medium_dark_skin_tone,🏊🏾,E1.0,person swimming: medium-dark skin tone,fully-qualified,1f3ca_1f3fe,1F3CA 1F3FE
person_swimming_dark_skin_tone,🏊🏿,E1.0,person swimming: dark skin tone,fully-qualified,1f3ca_1f3ff,1F3CA 1F3FF
man_swimming,🏊‍♂,E4.0,man swimming,minimally-qualified,1f3ca_200d_2642,1F3CA 200D 2642
man_swimming_light_skin_tone,🏊🏻‍♂,E4.0,man swimming: light skin tone,minimally-qualified,1f3ca_1f3fb_200d_2642,1F3CA 1F3FB 200D 2642
man_swimming_medium_light_skin_tone,🏊🏼‍♂,E4.0,man swimming: medium-light skin tone,minimally-qualified,1f3ca_1f3fc_200d_2642,1F3CA 1F3FC 200D 2642
man_swimming_medium_skin_tone,🏊🏽‍♂,E4.0,man swimming: medium skin tone,minimally-qualified,1f3ca_1f3fd_200d_2642,1F3CA 1F3FD 200D 2642
man_swimming_medium_dark_skin_tone,🏊🏾‍♂,E4.0,man swimming: medium-dark skin tone,minimally-qualified,1f3ca_1f3fe_200d_2642,1F3CA 1F3FE 200D 2642
man_swimming_dark_skin_tone,🏊🏿‍♂,E4.0,man swimming: dark skin tone,minimally-qualified,1f3ca_1f3ff_200d_2642,1F3CA 1F3FF 200D 2642
woman_swimming,🏊‍♀,E4.0,woman swimming,minimally-qualified,1f3ca_200d_2640,1F3CA 200D 2640
woman_swimming_light_skin_tone,🏊🏻‍♀,E4.0,woman swimming: light skin tone,minimally-qualified,1f3ca_1f3fb_200d_2640,1F3CA 1F3FB 200D 2640
woman_swimming_medium_light_skin_tone,🏊🏼‍♀,E4.0,woman swimming: medium-light skin tone,minimally-qualified,1f3ca_1f3fc_200d_2640,1F3CA 1F3FC 200D 2640
woman_swimming_medium_skin_tone,🏊🏽‍♀,E4.0,woman swimming: medium skin tone,minimally-qualified,1f3ca_1f3fd_200d_2640,1F3CA 1F3FD 200D 2640
woman_swimming_medium_dark_skin_tone,🏊🏾‍♀,E4.0,woman swimming: medium-dark skin tone,minimally-qualified,1f3ca_1f3fe_200d_2640,1F3CA 1F3FE 200D 2640
woman_swimming_dark_skin_tone,🏊🏿‍♀,E4.0,woman swimming: dark skin tone,minimally-qualified,1f3ca_1f3ff_200d_2640,1F3CA 1F3FF 200D 2640
person_bouncing_ball,⛹,E0.7,person bouncing ball,unqualified,26f9,26F9
person_bouncing_ball_light_skin_tone,⛹🏻,E2.0,person bouncing ball: light skin tone,fully-qualified,26f9_1f3fb,26F9 1F3FB
person_bouncing_ball_medium_light_skin_tone,⛹🏼,E2.0,person bouncing ball: medium-light skin tone,fully-qualified,26f9_1f3fc,26F9 1F3FC
person_bouncing_ball_medium_skin_tone,⛹🏽,E2.0,person bouncing ball: medium skin tone,fully-qualified,26f9_1f3fd,26F9 1F3FD
person_bouncing_ball_medium_dark_skin_tone,⛹🏾,E2.0,person bouncing ball: medium-dark skin tone,fully-qualified,26f9_1f3fe,26F9 1F3FE
person_bouncing_ball_dark_skin_tone,⛹🏿,E2.0,person bouncing ball: dark skin tone,fully-qualified,26f9_1f3ff,26F9 1F3FF
man_bouncing_ball,⛹‍♂,E4.0,man bouncing ball,unqualified,26f9_200d_2642,26F9 200D 2642
man_bouncing_ball_light_skin_tone,⛹🏻‍♂,E4.0,man bouncing ball: light skin tone,minimally-qualified,26f9_1f3fb_200d_2642,26F9 1F3FB 200D 2642
man_bouncing_ball_medium_light_skin_tone,⛹🏼‍♂,E4.0,man bouncing ball: medium-light skin tone,minimally-qualified,26f9_1f3fc_200d_2642,26F9 1F3FC 200D 2642
man_bouncing_ball_medium_skin_tone,⛹🏽‍♂,E4.0,man bouncing ball: medium skin tone,minimally-qualified,26f9_1f3fd_200d_2642,26F9 1F3FD 200D 2642
man_bouncing_ball_medium_dark_skin_tone,⛹🏾‍♂,E4.0,man bouncing ball: medium-dark skin tone,minimally-qualified,26f9_1f3fe_200d_2642,26F9 1F3FE 200D 2642
man_bouncing_ball_dark_skin_tone,⛹🏿‍♂,E4.0,man bouncing ball: dark skin tone,minimally-qualified,26f9_1f3ff_200d_2642,26F9 1F3FF 200D 2642
woman_bouncing_ball,⛹‍♀,E4.0,woman bouncing ball,unqualified,26f9_200d_2640,26F9 200D 2640
woman_bouncing_ball_light_skin_tone,⛹🏻‍♀,E4.0,woman bouncing ball: light skin tone,minimally-qualified,26f9_1f3fb_200d_2640,26F9 1F3FB 200D 2640
woman_bouncing_ball_medium_light_skin_tone,⛹🏼‍♀,E4.0,woman bouncing ball: medium-light skin tone,minimally-qualified,26f9_1f3fc_200d_2640,26F9 1F3FC 200D 2640
woman_bouncing_ball_medium_skin_tone,⛹🏽‍♀,E4.0,woman bouncing ball: medium skin tone,minimally-qualified,26f9_1f3fd_200d_2640,26F9 1F3FD 200D 2640
woman_bouncing_ball_medium_dark_skin_tone,⛹🏾‍♀,E4.0,woman bouncing ball: medium-dark skin tone,minimally-qualified,26f9_1f3fe_200d_2640,26F9 1F3FE 200D 2640
woman_bouncing_ball_dark_skin_tone,⛹🏿‍♀,E4.0,woman bouncing ball: dark skin tone,minimally-qualified,26f9_1f3ff_200d_2640,26F9 1F3FF 200D 2640
person_lifting_weights,🏋,E0.7,person lifting weights,unqualified,1f3cb,1F3CB
person_lifting_weights_light_skin_tone,🏋🏻,E2.0,person lifting weights: light skin tone,fully-qualified,1f3cb_1f3fb,1F3CB 1F3FB
person_lifting_weights_medium_light_skin_tone,🏋🏼,E2.0,person lifting weights: medium-light skin tone,fully-qualified,1f3cb_1f3fc,1F3CB 1F3FC
person_lifting_weights_medium_skin_tone,🏋🏽,E2.0,person lifting weights: medium skin tone,fully-qualified,1f3cb_1f3fd,1F3CB 1F3FD
person_lifting_weights_medium_dark_skin_tone,🏋🏾,E2.0,person lifting weights: medium-dark skin tone,fully-qualified,1f3cb_1f3fe,1F3CB 1F3FE
person_lifting_weights_dark_skin_tone,🏋🏿,E2.0,person lifting weights: dark skin tone,fully-qualified,1f3cb_1f3ff,1F3CB 1F3FF
man_lifting_weights,🏋‍♂,E4.0,man lifting weights,unqualified,1f3cb_200d_2642,1F3CB 200D 2642
man_lifting_weights_light_skin_tone,🏋🏻‍♂,E4.0,man lifting weights: light skin tone,minimally-qualified,1f3cb_1f3fb_200d_2642,1F3CB 1F3FB 200D 2642
man_lifting_weights_medium_light_skin_tone,🏋🏼‍♂,E4.0,man lifting weights: medium-light skin tone,minimally-qualified,1f3cb_1f3fc_200d_2642,1F3CB 1F3FC 200D 2642
man_lifting_weights_medium_skin_tone,🏋🏽‍♂,E4.0,man lifting weights: medium skin tone,minimally-qualified,1f3cb_1f3fd_200d_2642,1F3CB 1F3FD 200D 2642
man_lifting_weights_medium_dark_skin_tone,🏋🏾‍♂,E4.0,man lifting weights: medium-dark skin tone,minimally-qualified,1f3cb_1f3fe_200d_2642,1F3CB 1F3FE 200D 2642
man_lifting_weights_dark_skin_tone,🏋🏿‍♂,E4.0,man lifting weights: dark skin tone,minimally-qualified,1f3cb_1f3ff_200d_2642,1F3CB 1F3FF 200D 2642
woman_lifting_weights,🏋‍♀,E4.0,woman lifting weights,unqualified,1f3cb_200d_2640,1F3CB 200D 2640
woman_lifting_weights_light_skin_tone,🏋🏻‍♀,E4.0,woman lifting weights: light skin tone,minimally-qualified,1f3cb_1f3fb_200d_2640,1F3CB 1F3FB 200D 2640
woman_lifting_weights_medium_light_skin_tone,🏋🏼‍♀,E4.0,woman lifting weights: medium-light skin tone,minimally-qualified,1f3cb_1f3fc_200d_2640,1F3CB 1F3FC 200D 2640
woman_lifting_weights_medium_skin_tone,🏋🏽‍♀,E4.0,woman lifting weights: medium skin tone,minimally-qualified,1f3cb_1f3fd_200d_2640,1F3CB 1F3FD 200D 2640
woman_lifting_weights_medium_dark_skin_tone,🏋🏾‍♀,E4.0,woman lifting weights: medium-dark skin tone,minimally-qualified,1f3cb_1f3fe_200d_2640,1F3CB 1F3FE 200D 2640
woman_lifting_weights_dark_skin_tone,🏋🏿‍♀,E4.0,woman lifting weights: dark skin tone,minimally-qualified,1f3cb_1f3ff_200d_2640,1F3CB 1F3FF 200D 2640
person_biking,🚴,E1.0,person biking,fully-qualified,1f6b4,1F6B4
person_biking_light_skin_tone,🚴🏻,E1.0,person biking: light skin tone,fully-qualified,1f6b4_1f3fb,1F6B4 1F3FB
person_biking_medium_light_skin_tone,🚴🏼,E1.0,person biking: medium-light skin tone,fully-qualified,1f6b4_1f3fc,1F6B4 1F3FC
person_biking_medium_skin_tone,🚴🏽,E1.0,person biking: medium skin tone,fully-qualified,1f6b4_1f3fd,1F6B4 1F3FD
person_biking_medium_dark_skin_tone,🚴🏾,E1.0,person biking: medium-dark skin tone,fully-qualified,1f6b4_1f3fe,1F6B4 1F3FE
person_biking_dark_skin_tone,🚴🏿,E1.0,person biking: dark skin tone,fully-qualified,1f6b4_1f3ff,1F6B4 1F3FF
man_biking,🚴‍♂,E4.0,man biking,minimally-qualified,1f6b4_200d_2642,1F6B4 200D 2642
man_biking_light_skin_tone,🚴🏻‍♂,E4.0,man biking: light skin tone,minimally-qualified,1f6b4_1f3fb_200d_2642,1F6B4 1F3FB 200D 2642
man_biking_medium_light_skin_tone,🚴🏼‍♂,E4.0,man biking: medium-light skin tone,minimally-qualified,1f6b4_1f3fc_200d_2642,1F6B4 1F3FC 200D 2642
man_biking_medium_skin_tone,🚴🏽‍♂,E4.0,man biking: medium skin tone,minimally-qualified,1f6b4_1f3fd_200d_2642,1F6B4 1F3FD 200D 2642
man_biking_medium_dark_skin_tone,🚴🏾‍♂,E4.0,man biking: medium-dark skin tone,minimally-qualified,1f6b4_1f3fe_200d_2642,1F6B4 1F3FE 200D 2642
man_biking_dark_skin_tone,🚴🏿‍♂,E4.0,man biking: dark skin tone,minimally-qualified,1f6b4_1f3ff_200d_2642,1F6B4 1F3FF 200D 2642
woman_biking,🚴‍♀,E4.0,woman biking,minimally-qualified,1f6b4_200d_2640,1F6B4 200D 2640
woman_biking_light_skin_tone,🚴🏻‍♀,E4.0,woman biking: light skin tone,minimally-qualified,1f6b4_1f3fb_200d_2640,1F6B4 1F3FB 200D 2640
woman_biking_medium_light_skin_tone,🚴🏼‍♀,E4.0,woman biking: medium-light skin tone,minimally-qualified,1f6b4_1f3fc_200d_2640,1F6B4 1F3FC 200D 2640
woman_biking_medium_skin_tone,🚴🏽‍♀,E4.0,woman biking: medium skin tone,minimally-qualified,1f6b4_1f3fd_200d_2640,1F6B4 1F3FD 200D 2640
woman_biking_medium_dark_skin_tone,🚴🏾‍♀,E4.0,woman biking: medium-dark skin tone,minimally-qualified,1f6b4_1f3fe_200d_2640,1F6B4 1F3FE 200D 2640
woman_biking_dark_skin_tone,🚴🏿‍♀,E4.0,woman biking: dark skin tone,minimally-qualified,1f6b4_1f3ff_200d_2640,1F6B4 1F3FF 200D 2640
person_mountain_biking,🚵,E1.0,person mountain biking,fully-qualified,1f6b5,1F6B5
person_mountain_biking_light_skin_tone,🚵🏻,E1.0,person mountain biking: light skin tone,fully-qualified,1f6b5_1f3fb,1F6B5 1F3FB
person_mountain_biking_medium_light_skin_tone,🚵🏼,E1.0,person mountain biking: medium-light skin tone,fully-qualified,1f6b5_1f3fc,1F6B5 1F3FC
person_mountain_biking_medium_skin_tone,🚵🏽,E1.0,person mountain biking: medium skin tone,fully-qualified,1f6b5_1f3fd,1F6B5 1F3FD
person_mountain_biking_medium_dark_skin_tone,🚵🏾,E1.0,person mountain biking: medium-dark skin tone,fully-qualified,1f6b5_1f3fe,1F6B5 1F3FE
person_mountain_biking_dark_skin_tone,🚵🏿,E1.0,person mountain biking: dark skin tone,fully-qualified,1f6b5_1f3ff,1F6B5 1F3FF
man_mountain_biking,🚵‍♂,E4.0,man mountain biking,minimally-qualified,1f6b5_200d_2642,1F6B5 200D 2642
man_mountain_biking_light_skin_tone,🚵🏻‍♂,E4.0,man mountain biking: light skin tone,minimally-qualified,1f6b5_1f3fb_200d_2642,1F6B5 1F3FB 200D 2642
man_mountain_biking_medium_light_skin_tone,🚵🏼‍♂,E4.0,man mountain biking: medium-light skin tone,minimally-qualified,1f6b5_1f3fc_200d_2642,1F6B5 1F3FC 200D 2642
man_mountain_biking_medium_skin_tone,🚵🏽‍♂,E4.0,man mountain biking: medium skin tone,minimally-qualified,1f6b5_1f3fd_200d_2642,1F6B5 1F3FD 200D 2642
man_mountain_biking_medium_dark_skin_tone,🚵🏾‍♂,E4.0,man mountain biking: medium-dark skin tone,minimally-qualified,1f6b5_1f3fe_200d_2642,1F6B5 1F3FE 200D 2642
man_mountain_biking_dark_skin_tone,🚵🏿‍♂,E4.0,man mountain biking: dark skin tone,minimally-qualified,1f6b5_1f3ff_200d_2642,1F6B5 1F3FF 200D 2642
woman_mountain_biking,🚵‍♀,E4.0,woman mountain biking,minimally-qualified,1f6b5_200d_2640,1F6B5 200D 2640
woman_mountain_biking_light_skin_tone,🚵🏻‍♀,E4.0,woman mountain biking: light skin tone,minimally-qualified,1f6b5_1f3fb_200d_2640,1F6B5 1F3FB 200D 2640
woman_mountain_biking_medium_light_skin_tone,🚵🏼‍♀,E4.0,woman mountain biking: medium-light skin tone,minimally-qualified,1f6b5_1f3fc_200d_2640,1F6B5 1F3FC 200D 2640
woman_mountain_biking_medium_skin_tone,🚵🏽‍♀,E4.0,woman mountain biking: medium skin tone,minimally-qualified,1f6b5_1f3fd_200d_2640,1F6B5 1F3FD 200D 2640
woman_mountain_biking_medium_dark_skin_tone,🚵🏾‍♀,E4.0,woman mountain biking: medium-dark skin tone,minimally-qualified,1f6b5_1f3fe_200d_2640,1F6B5 1F3FE 200D 2640
woman_mountain_biking_dark_skin_tone,🚵🏿‍♀,E4.0,woman mountain biking: dark skin tone,minimally-qualified,1f6b5_1f3ff_200d_2640,1F6B5 1F3FF 200D 2640
person_cartwheeling,🤸,E3.0,person cartwheeling,fully-qualified,1f938,1F938
person_cartwheeling_light_skin_tone,🤸🏻,E3.0,person cartwheeling: light skin tone,fully-qualified,1f938_1f3fb,1F938 1F3FB
person_cartwheeling_medium_light_skin_tone,🤸🏼,E3.0,person cartwheeling: medium-light skin tone,fully-qualified,1f938_1f3fc,1F938 1F3FC
person_cartwheeling_medium_skin_tone,🤸🏽,E3.0,person cartwheeling: medium skin tone,fully-qualified,1f938_1f3fd,1F938 1F3FD
person_cartwheeling_medium_dark_skin_tone,🤸🏾,E3.0,person cartwheeling: medium-dark skin tone,fully-qualified,1f938_1f3fe,1F938 1F3FE
person_cartwheeling_dark_skin_tone,🤸🏿,E3.0,person cartwheeling: dark skin tone,fully-qualified,1f938_1f3ff,1F938 1F3FF
man_cartwheeling,🤸‍♂,E4.0,man cartwheeling,minimally-qualified,1f938_200d_2642,1F938 200D 2642
man_cartwheeling_light_skin_tone,🤸🏻‍♂,E4.0,man cartwheeling: light skin tone,minimally-qualified,1f938_1f3fb_200d_2642,1F938 1F3FB 200D 2642
man_cartwheeling_medium_light_skin_tone,🤸🏼‍♂,E4.0,man cartwheeling: medium-light skin tone,minimally-qualified,1f938_1f3fc_200d_2642,1F938 1F3FC 200D 2642
man_cartwheeling_medium_skin_tone,🤸🏽‍♂,E4.0,man cartwheeling: medium skin tone,minimally-qualified,1f938_1f3fd_200d_2642,1F938 1F3FD 200D 2642
man_cartwheeling_medium_dark_skin_tone,🤸🏾‍♂,E4.0,man cartwheeling: medium-dark skin tone,minimally-qualified,1f938_1f3fe_200d_2642,1F938 1F3FE 200D 2642
man_cartwheeling_dark_skin_tone,🤸🏿‍♂,E4.0,man cartwheeling: dark skin tone,minimally-qualified,1f938_1f3ff_200d_2642,1F938 1F3FF 200D 2642
woman_cartwheeling,🤸‍♀,E4.0,woman cartwheeling,minimally-qualified,1f938_200d_2640,1F938 200D 2640
woman_cartwheeling_light_skin_tone,🤸🏻‍♀,E4.0,woman cartwheeling: light skin tone,minimally-qualified,1f938_1f3fb_200d_2640,1F938 1F3FB 200D 2640
woman_cartwheeling_medium_light_skin_tone,🤸🏼‍♀,E4.0,woman cartwheeling: medium-light skin tone,minimally-qualified,1f938_1f3fc_200d_2640,1F938 1F3FC 200D 2640
woman_cartwheeling_medium_skin_tone,🤸🏽‍♀,E4.0,woman cartwheeling: medium skin tone,minimally-qualified,1f938_1f3fd_200d_2640,1F938 1F3FD 200D 2640
woman_cartwheeling_medium_dark_skin_tone,🤸🏾‍♀,E4.0,woman cartwheeling: medium-dark skin tone,minimally-qualified,1f938_1f3fe_200d_2640,1F938 1F3FE 200D 2640
woman_cartwheeling_dark_skin_tone,🤸🏿‍♀,E4.0,woman cartwheeling: dark skin tone,minimally-qualified,1f938_1f3ff_200d_2640,1F938 1F3FF 200D 2640
people_wrestling,🤼,E3.0,people wrestling,fully-qualified,1f93c,1F93C
people_wrestling_light_skin_tone,🤼🏻,E17.0,people wrestling: light skin tone,fully-qualified,1f93c_1f3fb,1F93C 1F3FB
people_wrestling_medium_light_skin_tone,🤼🏼,E17.0,people wrestling: medium-light skin tone,fully-qualified,1f93c_1f3fc,1F93C 1F3FC
people_wrestling_medium_skin_tone,🤼🏽,E17.0,people wrestling: medium skin tone,fully-qualified,1f93c_1f3fd,1F93C 1F3FD
people_wrestling_medium_dark_skin_tone,🤼🏾,E17.0,people wrestling: medium-dark skin tone,fully-qualified,1f93c_1f3fe,1F93C 1F3FE
people_wrestling_dark_skin_tone,🤼🏿,E17.0,people wrestling: dark skin tone,fully-qualified,1f93c_1f3ff,1F93C 1F3FF
men_wrestling,🤼‍♂,E4.0,men wrestling,minimally-qualified,1f93c_200d_2642,1F93C 200D 2642
men_wrestling_light_skin_tone,🤼🏻‍♂,E17.0,men wrestling: light skin tone,minimally-qualified,1f93c_1f3fb_200d_2642,1F93C 1F3FB 200D 2642
men_wrestling_medium_light_skin_tone,🤼🏼‍♂,E17.0,men wrestling: medium-light skin tone,minimally-qualified,1f93c_1f3fc_200d_2642,1F93C 1F3FC 200D 2642
men_wrestling_medium_skin_tone,🤼🏽‍♂,E17.0,men wrestling: medium skin tone,minimally-qualified,1f93c_1f3fd_200d_2642,1F93C 1F3FD 200D 2642
men_wrestling_medium_dark_skin_tone,🤼🏾‍♂,E17.0,men wrestling: medium-dark skin tone,minimally-qualified,1f93c_1f3fe_200d_2642,1F93C 1F3FE 200D 2642
men_wrestling_dark_skin_tone,🤼🏿‍♂,E17.0,men wrestling: dark skin tone,minimally-qualified,1f93c_1f3ff_200d_2642,1F93C 1F3FF 200D 2642
women_wrestling,🤼‍♀,E4.0,women wrestling,minimally-qualified,1f93c_200d_2640,1F93C 200D 2640
women_wrestling_light_skin_tone,🤼🏻‍♀,E17.0,women wrestling: light skin tone,minimally-qualified,1f93c_1f3fb_200d_2640,1F93C 1F3FB 200D 2640
women_wrestling_medium_light_skin_tone,🤼🏼‍♀,E17.0,women wrestling: medium-light skin tone,minimally-qualified,1f93c_1f3fc_200d_2640,1F93C 1F3FC 200D 2640
women_wrestling_medium_skin_tone,🤼🏽‍♀,E17.0,women wrestling: medium skin tone,minimally-qualified,1f93c_1f3fd_200d_2640,1F93C 1F3FD 200D 2640
women_wrestling_medium_dark_skin_tone,🤼🏾‍♀,E17.0,women wrestling: medium-dark skin tone,minimally-qualified,1f93c_1f3fe_200d_2640,1F93C 1F3FE 200D 2640
women_wrestling_dark_skin_tone,🤼🏿‍♀,E17.0,women wrestling: dark skin tone,minimally-qualified,1f93c_1f3ff_200d_2640,1F93C 1F3FF 200D 2640
people_wrestling_light_skin_tone_medium_light_skin_tone,🧑🏻‍🫯‍🧑🏼,E17.0,"people wrestling: light skin tone, medium-light skin tone",fully-qualified,1f9d1_1f3fb_200d_1faef_200d_1f9d1_1f3fc,1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FC
people_wrestling_light_skin_tone_medium_skin_tone,🧑🏻‍🫯‍🧑🏽,E17.0,"people wrestling: light skin tone, medium skin tone",fully-qualified,1f9d1_1f3fb_200d_1faef_200d_1f9d1_1f3fd,1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FD
people_wrestling_light_skin_tone_medium_dark_skin_tone,🧑🏻‍🫯‍🧑🏾,E17.0,"people wrestling: light skin tone, medium-dark skin tone",fully-qualified,1f9d1_1f3fb_200d_1faef_200d_1f9d1_1f3fe,1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FE
people_wrestling_light_skin_tone_dark_skin_tone,🧑🏻‍🫯‍🧑🏿,E17.0,"people wrestling: light skin tone, dark skin tone",fully-qualified,1f9d1_1f3fb_200d_1faef_200d_1f9d1_1f3ff,1F9D1 1F3FB 200D 1FAEF 200D 1F9D1 1F3FF
people_wrestling_medium_light_skin_tone_light_skin_tone,🧑🏼‍🫯‍🧑🏻,E17.0,"people wrestling: medium-light skin tone, light skin tone",fully-qualified,1f9d1_1f3fc_200d_1faef_200d_1f9d1_1f3fb,1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FB
people_wrestling_medium_light_skin_tone_medium_skin_tone,🧑🏼‍🫯‍🧑🏽,E17.0,"people wrestling: medium-light skin tone, medium skin tone",fully-qualified,1f9d1_1f3fc_200d_1faef_200d_1f9d1_1f3fd,1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FD
people_wrestling_medium_light_skin_tone_medium_dark_skin_tone,🧑🏼‍🫯‍🧑🏾,E17.0,"people wrestling: medium-light skin tone, medium-dark skin tone",fully-qualified,1f9d1_1f3fc_200d_1faef_200d_1f9d1_1f3fe,1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FE
people_wrestling_medium_light_skin_tone_dark_skin_tone,🧑🏼‍🫯‍🧑🏿,E17.0,"people wrestling: medium-light skin tone, dark skin tone",fully-qualified,1f9d1_1f3fc_200d_1faef_200d_1f9d1_1f3ff,1F9D1 1F3FC 200D 1FAEF 200D 1F9D1 1F3FF
people_wrestling_medium_skin_tone_light_skin_tone,🧑🏽‍🫯‍🧑🏻,E17.0,"people wrestling: medium skin tone, light skin tone",fully-qualified,1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fb,1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FB
people_wrestling_medium_skin_tone_medium_light_skin_tone,🧑🏽‍🫯‍🧑🏼,E17.0,"people wrestling: medium skin tone, medium-light skin tone",fully-qualified,1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fc,1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FC
people_wrestling_medium_skin_tone_medium_dark_skin_tone,🧑🏽‍🫯‍🧑🏾,E17.0,"people wrestling: medium skin tone, medium-dark skin tone",fully-qualified,1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3fe,1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FE
people_wrestling_medium_skin_tone_dark_skin_tone,🧑🏽‍🫯‍🧑🏿,E17.0,"people wrestling: medium skin tone, dark skin tone",fully-qualified,1f9d1_1f3fd_200d_1faef_200d_1f9d1_1f3ff,1F9D1 1F3FD 200D 1FAEF 200D 1F9D1 1F3FF
people_wrestling_medium_dark_skin_tone_light_skin_tone,🧑🏾‍🫯‍🧑🏻,E17.0,"people wrestling: medium-dark skin tone, light skin tone",fully-qualified,1f9d1_1f3fe_200d_1faef_200d_1f9d1_1f3fb,1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FB
people_wrestling_medium_dark_skin_tone_medium_light_skin_tone,🧑🏾‍🫯‍🧑🏼,E17.0,"people wrestling: medium-dark skin tone, medium-light skin tone",fully-qualified,1f9d1_1f3fe_200d_1faef_200d_1f9d1_1f3fc,1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FC
people_wrestling_medium_dark_skin_tone_medium_skin_tone,🧑🏾‍🫯‍🧑🏽,E17.0,"people wrestling: medium-dark skin tone, medium skin tone",fully-qualified,1f9d1_1f3fe_200d_1faef_200d_1f9d1_1f3fd,1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FD
people_wrestling_medium_dark_skin_tone_dark_skin_tone,🧑🏾‍🫯‍🧑🏿,E17.0,"people wrestling: medium-dark skin tone, dark skin tone",fully-qualified,1f9d1_1f3fe_200d_1faef_200d_1f9d1_1f3ff,1F9D1 1F3FE 200D 1FAEF 200D 1F9D1 1F3FF
people_wrestling_dark_skin_tone_light_skin_tone,🧑🏿‍🫯‍🧑🏻,E17.0,"people wrestling: dark skin tone, light skin tone",fully-qualified,1f9d1_1f3ff_200d_1faef_200d_1f9d1_1f3fb,1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FB
people_wrestling_dark_skin_tone_medium_light_skin_tone,🧑🏿‍🫯‍🧑🏼,E17.0,"people wrestling: dark skin tone, medium-light skin tone",fully-qualified,1f9d1_1f3ff_200d_1faef_200d_1f9d1_1f3fc,1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FC
people_wrestling_dark_skin_tone_medium_skin_tone,🧑🏿‍🫯‍🧑🏽,E17.0,"people wrestling: dark skin tone, medium skin tone",fully-qualified,1f9d1_1f3ff_200d_1faef_200d_1f9d1_1f3fd,1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FD
people_wrestling_dark_skin_tone_medium_dark_skin_tone,🧑🏿‍🫯‍🧑🏾,E17.0,"people wrestling: dark skin tone, medium-dark skin tone",fully-qualified,1f9d1_1f3ff_200d_1faef_200d_1f9d1_1f3fe,1F9D1 1F3FF 200D 1FAEF 200D 1F9D1 1F3FE
men_wrestling_light_skin_tone_medium_light_skin_tone,👨🏻‍🫯‍👨🏼,E17.0,"men wrestling: light skin tone, medium-light skin tone",fully-qualified,1f468_1f3fb_200d_1faef_200d_1f468_1f3fc,1F468 1F3FB 200D 1FAEF 200D 1F468 1F3FC
men_wrestling_light_skin_tone_medium_skin_tone,👨🏻‍🫯‍👨🏽,E17.0,"men wrestling: light skin tone, medium skin tone",fully-qualified,1f468_1f3fb_200d_1faef_200d_1f468_1f3fd,1F468 1F3FB 200D 1FAEF 200D 1F468 1F3FD
